blackresource,among,animalwest,21924.8965,25.09
datawill,society,typeproject,153848.93279999998,154.38
economythe,deep,finallyloss,130366.413,160.53
wateroffice,present,daughterhalf,578353.3569,595.51
newact,blue,artistdrug,549835.165,965.47
particularlyfind,happy,thanreligious,166222.97999999998,368.5
treatamong,contain,totalsomething,65066.466,68.35
centeronly,late,articlewhat,494553.1584,848.96
businessdeep,weight,fullremain,562621.0821,716.87
writewife,against,medicallater,190045.6434,478.62
therebrother,job,mainhuman,166261.5936,414.99
costalone,force,unitsouth,66988.0716,169.32
resultmost,rule,buycustomer,97411.3264,445.37
bettereducation,energy,scoreexist,164212.3525,561.89
realwhich,year,freerespond,240778.08899999998,290.7
pagenetwork,hear,nicepublic,24042.5334,59.94
untilwill,work,attree,812705.7885,977.95
leadRepublican,six,townput,41909.1246,85.86
acceptsomething,whom,yearexactly,130138.8484,546.71
findpush,personal,fewdog,17605.552799999998,83.82
moneywest,voice,mainhuman,144817.7696,868.16
warown,open,futurequality,113217.521,388.13
educationresponsibility,to,newspaperstage,202265.37730000002,210.59
maintraditional,generation,likelyoperation,180547.7324,319.48
responsibilitysmile,buy,workereconomic,435396.528,490.56
thenupon,color,townimportant,771831.3067999999,793.51
formwestern,worker,majortelevision,174254.936,177.2
aroundif,Democrat,publicexplain,32620.3251,139.29
anyonetend,above,himselfallow,458737.47919999994,478.28
onenjoy,benefit,personPM,63907.9218,422.42
stuffstuff,quickly,becausewhom,611646.51,870.25
oilrespond,environmental,loselot,493340.22780000005,814.94
nearsocial,might,companyboth,60589.64880000001,265.36
abilitytelevision,production,industryreceive,731159.5447,978.31
meanenjoy,soon,analysisfor,224786.3632,228.46
termwho,seat,throughblue,29277.072,492.88
ratespring,word,balltough,17728.2167,46.51
shortsister,war,subjectwe,64821.041,771.22
growthmanage,remember,alwaysminute,312171.4272,438.08
secondwithin,listen,itselftraining,148006.76,357.85
similartree,work,eitherinvestment,342689.7512,675.97
freeinvestment,prepare,fastsure,34983.438,38.78
chairson,real,kitchenno,3011.1029000000003,13.49
waitwrong,remain,addresscare,557875.875,671.25
historysister,upon,unitwant,525607.0941,808.39
detailahead,everyone,thuswhat,605234.0371000001,953.59
Congressfew,participant,artforward,175829.8135,256.45
taxreceive,rule,yeahtotal,323993.3616,778.98
insideexample,you,despitecarry,331414.44,769.3
sometimesbrother,daughter,formerfall,42684.645,261.5
girllook,return,Mrapproach,345391.5,475.0
housetrip,tax,seasontype,333030.93940000003,762.94
establishsuccessful,real,leastgeneral,310513.4235,760.41
itemover,country,wholeenough,229380.3369,379.21
whoseabout,have,withinleader,50545.6952,991.87
amountrelate,people,ratherexpect,308825.77320000005,475.79
experienceyoung,beyond,newssomething,701225.1325,896.65
generationstep,mother,sisterrule,51128.851800000004,111.29
acceptestablish,magazine,aexample,588936.0904999999,597.05
townsuccessful,cell,totalcold,463504.82940000005,545.21
dooramount,own,understandyou,69541.881,164.13
alongone,result,boardgeneration,498920.0818,992.54
choicetoo,score,topapply,50260.187999999995,109.1
losewalk,foot,someonegrow,370068.5025,616.75
skinhere,discover,mayact,293402.41839999997,415.49
workalready,act,onebecause,107864.35519999999,230.44
environmentalinformation,through,everfoot,180850.7924,734.33
thousandwhat,medical,yearfloor,73678.01389999999,144.89
halfwithin,option,reflectspeak,220827.8544,314.14
howlanguage,might,professionalfear,83711.9144,267.16
soldiercourse,town,certainlyworry,62026.4082,334.14
responsefederal,effort,theirpattern,350695.5534,495.06
machinediscuss,environmental,opportunitywife,622126.5864,751.96
involvealmost,hundred,usinvestment,453905.3054,673.46
prettyothers,prepare,youngdraw,391340.6491,536.87
attackmyself,property,lawincrease,189415.5948,228.44
downsit,today,controlgeneral,34731.3855,276.15
lowcarry,game,nothingsurface,721118.5423,947.83
futuredo,them,meetingname,23889.8628,284.81
upplant,open,finallyon,686293.5828,926.76
happenhigh,event,betterso,217974.2259,438.73
againstwhite,full,pictureair,110947.56,776.4
computersound,throw,meetimpact,7163.1945,62.37
taxsit,staff,containwhether,50077.471600000004,66.04
simplyyet,similar,somebodywestern,134903.2488,164.46
physicallike,onto,naturepush,403059.38060000003,664.61
stillknow,side,usesuccess,237763.0125,749.45
thirdeye,join,musicnews,63422.3142,417.06
buildingart,against,thoughtlisten,43635.808000000005,252.8
acrosshappy,mean,mouthparent,216980.3922,232.01
norup,brother,nationalfind,379598.8368,613.88
evidencebusiness,find,singleproduction,762682.3288,992.12
tostaff,laugh,themselvesjust,301292.26499999996,844.5
onrecognize,include,aroundtoday,283303.21800000005,419.1
optionprepare,apply,conferenceminute,21879.108,55.1
serviceblue,truth,stronghusband,52982.18100000001,66.15
halfevery,benefit,latedraw,248765.863,970.15
audiencenatural,sure,northanother,55244.5334,958.94
forcesimple,feeling,culturalactually,10436.81,49.3
nationalforward,bring,watermay,6780.4539,85.97
notless,own,evensimilar,51132.733499999995,83.19
chancedescribe,simple,participanttreatment,488348.62559999997,844.66
pointaction,capital,candidatemight,26109.2953,226.27
leaderline,project,bagsign,48113.8245,358.55
givedata,store,practicewindow,61329.42399999999,312.65
dealbring,occur,pricemanage,329206.65539999993,521.78
termuse,strong,mightguess,424495.747,621.38
containfish,all,treepressure,47369.104,534.64
leginstitution,inside,addresskitchen,498358.78740000003,884.98
wordunder,floor,outDemocrat,202590.15509999997,336.59
indicatelife,visit,practicemodern,84853.1697,735.87
smilediscuss,growth,cannotice,564255.5186,951.11
interestput,picture,mostgun,251935.046,932.92
sometake,information,nothingrelationship,661603.0928999999,970.79
addstreet,officer,worldpicture,97374.2614,149.18
wonderhuge,else,statefederal,164570.1435,916.57
conferencesea,establish,simplyleave,563786.5405,664.49
largeespecially,drive,youngline,492835.53179999994,902.53
qualitycourt,join,noneat,79011.4354,231.61
mediathroughout,she,amountline,10941.431999999999,17.7
getcourse,court,bornabout,63506.681599999996,238.72
lategun,design,effectpeace,634448.7006000001,899.94
shegeneration,bit,tendinstitution,65774.3344,80.59
modernpaper,inside,millioncustomer,491252.69489999994,834.91
footmake,board,individualaffect,41620.181200000006,76.18
pastthe,court,payrealize,379539.3252,960.47
onceok,difficult,quitecollege,365088.90989999997,560.89
culturaleffect,know,memberadult,28535.624000000003,328.6
whitesurface,position,memberfront,379550.52,922.0
fulltrip,front,musicreport,21356.1744,444.18
collectionphysical,coach,chooseunder,592523.1655,907.15
hisscore,hundred,collectionaccount,11316.327000000001,335.1
familybusiness,what,listwriter,428629.528,685.04
tooleader,none,schoolmind,171761.2515,236.85
addressI,effort,howunder,158701.5836,393.82
throwlot,president,fillattack,154648.31480000002,157.31
songmajority,attack,staysomething,51898.0623,176.47
gameold,perform,historyplant,8416.867,132.05
systemproperty,think,simplyright,381847.45109999995,886.43
usuallyball,college,especiallybody,144200.4733,909.61
boyblood,learn,placeball,55048.051,114.65
sufferactivity,fall,interviewcontrol,671963.0521999999,818.18
backstage,floor,earlykitchen,9872.7384,17.79
starfloor,become,othershould,694322.5443,858.11
productiongeneral,leave,claimindicate,184052.1138,658.34
haveothers,marriage,meettell,327053.22870000004,488.73
eighthit,responsibility,historymarriage,300680.33,905.5
namepower,task,himbenefit,52125.744,220.2
childdrop,late,processtrouble,444226.1216,733.24
likelythank,mention,cameradecade,539025.4418,704.59
mouthenough,miss,directionhouse,58581.8649,256.23
everphone,side,widedoctor,20124.128999999997,64.11
necessaryand,modern,sometimesanswer,330024.5936,751.97
seriousapproach,myself,strategystrategy,597693.6812,901.39
suchfight,six,campaigneveryone,886853.2632,980.36
centerlook,subject,feelingroad,17569.0914,104.79
himothers,share,propertycolor,44535.72319999999,938.78
pullpage,their,beatstay,162008.88900000002,352.73
tasksafe,plan,treatschool,197758.07580000002,302.98
newspaperbit,such,accordingdiscussion,12312.416,415.96
movementanalysis,back,downseek,322831.3051,388.49
citizentest,owner,eitherfall,65714.8548,217.11
butelection,exist,applyusually,431753.91969999997,673.91
collegefollow,official,mentionserve,270035.53199999995,329.4
severalthen,stuff,servicemonth,357366.4092,373.33
dropoperation,information,throughoutmanager,31492.120799999997,209.64
wartravel,his,fundreally,64493.294799999996,657.29
nationfill,final,continueget,90284.9025,336.57
productionpresident,above,evenform,145774.133,513.47
siteothers,medical,phonenatural,552985.8234,579.34
thoughwhy,prepare,structurefall,81139.86720000001,464.24
todayfrom,station,oillaugh,529814.8537999999,762.17
heavygood,up,littlemillion,239816.86239999998,471.19
questionit,rule,Mrssign,179857.67859999998,272.26
adultrate,officer,anythingreceive,62862.296,303.8
secondbase,shake,bankform,36079.648700000005,560.33
securityinformation,religious,dreamroom,176175.02049999998,840.65
groupcitizen,student,humansome,224386.9374,865.49
thatsomething,live,pieceparticularly,166106.01150000002,452.79
publicaction,describe,effectit,93073.1815,183.95
houritem,total,seafast,810505.3103,993.79
commercialquality,tonight,modeleven,37976.619600000005,577.24
couplestep,thus,jobschool,34457.8509,388.17
beeducation,which,filmpull,302096.74679999996,396.39
sendhope,firm,computerknow,522076.4734000001,550.58
thirdenter,course,laughherself,493917.45259999996,602.03
crimetry,issue,intereststandard,399069.1328,856.96
playerfinish,news,wishnote,307428.3848,885.68
aboveeconomy,staff,truestandard,408310.7133,417.97
civileconomy,my,behindmention,25394.25,26.25
campaignits,sense,establishdoctor,176380.0136,974.96
armfuture,today,missexecutive,417536.02959999995,845.42
newswould,cultural,findthough,51599.8428,591.47
withinterm,standard,numberexpect,293279.9115,841.67
traditionalexpert,size,boardsmall,67577.23,101.3
withstay,let,herehim,415512.48720000003,584.34
seatfive,international,takeeffort,184685.59279999998,257.38
sogrowth,common,themselvesexperience,461904.9596,991.34
naturalfall,need,recentlytravel,226524.9336,288.24
realizegovernment,activity,continueattention,14725.8436,501.22
coachwhy,fine,canplayer,393774.2802,467.46
statementskin,seem,determineeconomy,42907.92,975.18
avoidparty,money,challengetravel,89360.8378,987.74
evidencewater,yes,stopmiss,125847.5355,207.31
partymodel,strategy,conditionroom,1237.4046,1.62
nationalbehind,move,determinemoney,107424.0794,340.78
centerthrow,suggest,necessaryofficial,1555.747,20.95
outoffice,everything,writerpublic,666203.9125999999,691.42
arriveskin,recent,foodjoin,45795.653999999995,61.8
approachtell,sell,boywrite,583972.1406,610.46
warherself,shake,responsibilitycarry,500070.2067,892.17
consumerhalf,rule,weightlate,84562.8672,478.73
includeprepare,upon,spendstill,81379.70300000001,83.78
veryand,focus,aroundinstitution,702853.5519000001,818.69
availablesense,respond,canland,338995.002,925.71
interestdescribe,win,singformer,662058.0835000001,824.45
holdagency,institution,childmyself,24501.985200000003,118.23
findsituation,to,callitem,59452.8947,109.99
futurecamera,accept,shorthow,78201.5065,492.05
phonehour,whatever,realityaffect,629398.4175,825.17
westernbusiness,concern,benefitsupport,7962.2288,31.84
receiveseat,where,mediscover,103578.08260000001,506.42
naturalstop,avoid,budgetas,38146.2627,164.19
describeyet,sport,majorwhether,61739.699,93.65
assumeour,beautiful,generalCongress,122019.79060000001,139.87
clearnever,way,currentshare,175157.6096,246.16
whoseanalysis,summer,feelingsuccess,315346.791,429.54
Iso,special,servealready,987388.4804,992.44
walltelevision,guess,oftenitem,170682.3372,171.96
canhuge,list,moneyjust,743765.2742,944.26
executiveproject,coach,filmreport,687662.9082000001,719.26
everdog,east,federalphysical,39211.4337,472.37
mefree,tree,myfriend,18987.465,20.1
authorfigure,man,attackmiss,252182.67199999996,351.2
peacecard,focus,speakthousand,498986.30600000004,879.55
longsend,economy,wearcamera,101139.39159999999,349.19
herefocus,change,variouslevel,438449.0965,997.45
patternkey,couple,rathershow,171992.6495,414.55
consumerstock,factor,involveunder,287661.9912,493.62
relateweek,carry,factorthrow,424691.6428,735.83
eithernearly,could,importantfilm,73357.3179,740.31
sometimeskeep,less,sizeball,195048.0005,211.79
commercialoutside,truth,customerCongress,159751.03100000002,845.02
adultwith,we,generationsome,90336.6576,195.12
generationgarden,ever,necessaryshow,316759.61149999994,549.31
soundthemselves,future,pieceduring,121438.63450000001,886.09
dreamsix,back,occurproperty,272464.985,974.83
minutemove,smile,realityto,517152.1374,761.38
discussnote,activity,positionbit,56265.153099999996,114.53
questioncitizen,prove,debatethat,79098.4656,469.26
staffclaim,result,manour,726077.0517000001,784.77
shouldhelp,appear,levelstart,126816.17940000001,322.86
permarket,war,hisblue,522147.72599999997,564.6
armonce,subject,executivetechnology,510316.53750000003,866.25
ourdesign,human,bornamong,433213.4338,648.97
leaveorganization,police,degreebehind,499815.668,669.68
personrule,point,haveprotect,19757.667,25.07
sidepower,goal,wouldfind,407112.29,593.0
currentwell,certain,soexactly,7263.5594,93.29
magazineone,image,footespecially,449885.20149999997,867.65
Republicanresponsibility,over,toplot,293290.949,345.17
leveltake,all,wantsocial,14322.0369,813.29
taxmusic,film,againstweek,146002.4174,755.98
payweek,detail,hairbusiness,278101.2914,918.22
piecevalue,growth,withoutcar,468268.9828,796.43
Democratimprove,father,industryknowledge,65836.6724,240.86
leftfree,leg,shorther,31238.8464,350.88
modernjob,a,forwardmanage,372204.6279,442.99
publicbreak,thought,optionpass,384238.2949,882.11
careagent,several,theretraining,117682.8028,300.61
kitchenenergy,color,servestory,679610.5887999999,744.64
houseits,treatment,workerstatement,236379.3138,678.51
richpopulation,may,writewhite,21495.4882,377.18
valuesometimes,wonder,variousproperty,27432.2984,550.96
thansingle,couple,indicatewonder,221563.7417,315.29
driveseat,four,tabletheory,11311.6234,888.58
wanttax,son,cellknowledge,55796.2929,489.57
planreach,already,receiveabove,132299.64599999998,982.18
bettergame,that,benefitcountry,374385.7644,698.52
storypower,wonder,directionradio,352538.718,701.43
policyfind,interesting,therecandidate,182617.6968,409.42
changeany,once,centuryvarious,364639.4176,625.84
typeknowledge,set,siteinformation,76622.40839999999,893.66
pickdinner,success,professionalvote,72349.7632,637.78
coachstatement,office,fatheranyone,458315.8432,720.26
matterget,how,internationalcondition,75439.68029999999,525.09
shortaction,recently,threattrip,203534.8437,906.17
paycertain,fine,customerdoor,228197.52,232.0
issuedaughter,watch,motherschool,344290.128,740.6
servicestill,argue,benefiteffort,53538.9976,146.96
collegeskill,avoid,dreamthree,307046.06429999997,416.17
serveenvironmental,budget,breakthe,564554.976,569.28
TVdirection,senior,whichespecially,47929.049399999996,74.22
letteryourself,culture,preparesafe,4725.9498,318.89
housethen,picture,travelleg,206757.81,473.13
driveset,poor,populationaddress,60971.815,98.62
institutiontry,professor,travelrelate,280882.8288,592.88
parentpersonal,candidate,windowthreat,130884.30440000001,714.59
undersuch,suddenly,authorchild,283870.2964,417.53
financialanswer,sea,glassofficer,19142.0684,60.58
answergo,point,ratherresponsibility,127728.80549999999,151.35
coursesing,myself,laynear,140860.9365,837.71
finishexist,appear,realitygas,28076.3171,45.37
nearinterview,ten,informationbar,143030.043,214.47
sonproperty,decade,courtnow,663300.3012999999,713.51
processstore,process,aheadtax,883684.3264,939.52
eitherlate,bring,theoryafter,291868.18319999997,328.71
theother,I,joinboth,155201.1384,264.88
manmouth,easy,howeverbetween,251062.1256,801.68
designwho,especially,intobe,34127.5932,240.81
friendshort,whatever,powerwell,148423.29,159.15
surfaceball,model,politicscould,381938.7984,389.36
whetherfood,eye,strongcommercial,159133.8996,933.72
jobnational,our,hourcell,96012.9033,139.71
whateverfirm,fire,outsidesource,73099.31730000001,496.97
drivemedical,significant,artistsuccess,201835.8301,480.07
thinkspend,none,conferenceknowledge,894499.116,913.36
classresponsibility,eight,keybox,28572.0318,311.31
chairbehind,agree,buildingenvironment,42498.786,500.28
nicepart,general,westother,337371.7061,441.43
mycamera,full,wouldhappen,249657.4732,812.74
feelingreal,him,detailpattern,533178.0892,782.44
acceptAmerican,sell,necessarywithout,749353.3224000001,909.84
applyhappy,thank,similarprofessor,110430.53839999999,192.71
itseasy,appear,everyonesort,197280.9216,308.56
worrytechnology,describe,aheadbeyond,347484.23459999997,551.79
skinimage,individual,statewestern,61810.5703,100.69
federalunder,local,endminute,173885.25960000002,296.92
lawwhat,difficult,doenough,230806.24620000002,310.98
certainlarge,claim,appearhot,6168.2188,312.79
bloodterm,economy,audiencecourt,583803.3110000001,601.58
industryavailable,science,troublemean,53567.6292,70.26
prettyright,friend,floorwife,794229.1478,949.66
eveninglate,out,placeperson,181108.79419999997,410.78
treatmentimagine,floor,sistercase,121320.22499999999,291.46
outsidefew,face,todayorganization,3342.8242,8.42
addfew,pattern,redrecent,23589.889499999997,45.55
naturevoice,I,qualitytax,468143.4132,712.84
forceopen,before,expectfast,10664.2192,14.92
culturecoach,be,socialleft,307174.353,748.95
betterabove,keep,Mrsusually,401534.994,771.96
coverright,lay,smalltop,298516.36480000004,360.04
suchnetwork,seat,actiondown,215069.0688,620.01
rockpolitical,approach,particularnear,586305.5419,642.59
artistman,bit,seemstop,876655.0330999999,937.93
accountcommunity,next,easysometimes,381195.34200000006,481.8
resultarea,part,thankenergy,349308.2712,513.87
infamily,chance,billionpractice,346434.54519999993,615.14
handpeople,traditional,keydog,353930.6878,374.74
forwardno,even,actdecade,19912.6326,25.62
talkargue,half,laystart,208150.092,524.4
environmentsecurity,movie,abovealong,16776.5517,24.37
peopleput,situation,fathersuccessful,304651.815,538.73
rathercharge,everyone,factorcity,90912.37599999999,261.28
forcefactor,decision,standardinvestment,92121.01950000001,468.69
claimset,race,subjecteye,507756.9189,759.99
popularskill,activity,stafftechnology,238295.20340000003,326.66
passart,common,surfacefuture,769933.5030000001,978.7
benefitseven,summer,seemmeasure,1718.0240999999999,23.27
bornfinally,real,hourspeech,129310.797,656.7
chargeborn,room,thirdfinal,213845.76,293.1
poortrial,dark,maybebeyond,302734.09699999995,551.78
wouldwell,too,myfish,396182.728,694.57
imagechair,power,reallymodel,354767.391,435.95
childhold,occur,drawadd,570666.476,657.2
successfulrun,appear,offerwe,146749.9884,991.42
PMkid,run,standardexist,35405.9769,414.93
lawyerseason,part,clearterm,164129.86099999998,168.14
nowstop,again,understandwho,660068.8025999999,740.17
worryperhaps,head,soldierservice,16376.4312,27.48
ownercharge,maintain,certainlyfirst,139896.00240000003,401.17
playerhow,north,Americangas,76267.38040000001,811.01
filmofficial,high,longarea,67863.4934,484.67
trypositive,lead,policeown,197450.4561,305.07
energycontrol,floor,enoughcontrol,325353.0391,342.07
eastall,with,medicalthe,6576.5066,6.62
civilentire,new,bluedescribe,145380.78,850.18
thirdmedia,conference,economicagain,347998.9126999999,522.67
chancewould,stand,guesswhich,547312.6249,781.73
bestenvironmental,travel,stationno,608919.324,681.85
particularlysister,program,onlyto,23070.535,37.75
realfigure,head,lotarrive,736390.1104,756.56
personallead,form,traditionalinside,4729.137,11.13
successfulfirst,growth,humanhear,644448.208,672.8
noticeinstead,win,moneyheart,414295.488,814.26
clearlydark,paper,ontoplay,181613.09790000002,388.17
structurewish,someone,surepossible,24609.392499999998,188.65
mightpoint,cut,togetherdoctor,255424.176,820.35
countrypick,might,environmentmovement,838446.7676,851.63
wholesong,he,mostmyself,140507.1117,547.21
losskid,wall,speechagency,211522.1242,517.46
attentiondemocratic,try,toofollow,171141.6674,427.79
whoexecutive,young,fishpractice,212924.0594,226.79
democraticor,officer,aboutwhose,493172.9,505.0
hithow,increase,dropfull,163217.5536,237.29
openhot,alone,paystart,767978.058,814.9
greatsite,affect,clearlyhold,272211.405,694.86
reasonpurpose,television,lastrepresent,84833.97549999999,392.95
managestrong,rich,benefitusually,161645.3856,214.08
nicedrive,she,theredespite,60448.6974,65.91
forgetme,need,knowcontinue,10445.0556,18.13
fastperhaps,boy,involvewith,92686.49399999999,211.7
pickthough,wonder,clearlyMrs,25578.57,92.76
nonefall,perform,hugecolor,768504.8654,844.01
defenseperformance,travel,bitblack,307846.6029,493.51
likeexample,no,picturewell,119654.47439999999,170.64
establisheasy,open,politicalyard,252509.0538,300.27
lifemanage,present,sidetop,473427.06839999993,527.56
lightpast,amount,whydeal,258595.5328,494.56
incourse,black,structurejoin,553460.5408000001,586.84
togethercouple,particular,newsseat,210920.21250000002,244.05
bagindeed,medical,rangeamong,491548.17420000007,837.99
twoaffect,line,executivefour,551770.5943,823.01
paycourse,while,reducedoctor,91952.92880000001,220.12
keepyear,account,nationelection,30245.362699999998,514.99
weekauthor,fill,hotdrop,509303.45780000003,961.93
operationreduce,four,productionsmile,126763.3387,191.39
differenceprove,voice,forcemind,339914.1536,380.66
collectioncut,stay,valuelawyer,30035.7936,87.03
happythreat,remain,improveor,515253.1644,939.66
scoresenior,smile,fromgreat,219995.1309,936.03
homesense,old,recordimagine,358580.912,730.01
standblack,require,populationtable,438680.9199,834.01
checkconcern,local,readmention,307073.47990000003,546.19
beautifulimpact,environmental,minuteknowledge,871863.156,987.6
canorganization,campaign,letpick,164493.1628,546.38
operationat,paper,financialknow,161128.58500000002,388.73
realityeducation,environmental,thandevelopment,125976.6627,154.97
guncivil,by,schooldebate,35064.990000000005,75.15
noneeight,maybe,naturalalthough,89496.44280000002,128.36
aftersense,whatever,continuedetermine,97819.08080000001,134.12
storyrich,agent,modernready,110041.49900000001,140.3
nextpublic,friend,worldstreet,194645.48189999998,526.51
boxalong,street,husbandhospital,979059.5804,999.02
losesouth,party,presentcourt,395970.3458,710.86
followtonight,spring,itsstage,211542.0279,276.71
friendbe,able,standaudience,42397.305700000004,200.11
generationindividual,speech,factorbuilding,249377.18519999998,525.27
yetscientist,idea,appearseem,474180.87360000005,908.88
storya,current,strongsong,84734.5191,999.11
someup,officer,learneverything,81925.844,145.04
